"Providence Amtrak Station;41.829243;-71.413282;3.5;6;100 Gaspee St, Downtown, Providence, RI 02903"
"Providence Byblos;41.8291737;-71.4004604;3.5;8;235 Meeting St, College Hill, Providence, RI 02906"
"Providence Coal Fired Pizza;41.821415;-71.415274;4.5;12;385 Westminster St, DownCity, Providence, RI 02903"
"Providence Ghost Tour;41.8299530887247;-71.4073991775513;3.5;5;Prospect Terrace Park, 60 Congdon St, College Hill, Providence, RI 02906"
"Providence Performing Arts Center;41.820514;-71.413211;5;8;220 Weybosset St, Ste 8, DownCity, Providence, RI 02903"
"Providence Place;41.827683;-71.415854;3;26;1 Providence Pl, Downtown, Providence, RI 02903"
"Providence Place Cinema;41.827388;-71.416624;2.5;10;1 Providence Pl, Downtown, Providence, RI 02903"
"Pvd Pudding Pops;41.8239891;-71.4128343;4;5;DownCity, Providence, RI"
"Queen of Hearts;41.8230667;-71.4123944;4.5;8;222 Westminster St, DownCity, Providence, RI 02903"
"RISD Museum;41.8268797;-71.4076325;4.5;13;224 Benefit St, College Hill, Providence, RI 02909"
"RiRa: The Irish Pub & Restaurant;41.826067;-71.412626;3.5;18;50 Exchange Terrace, DownCity, Providence, RI 02903"
"Rick's Roadhouse;41.8168243;-71.4074366;3.5;16;370 Richmond St, DownCity, Providence, RI 02918"
"Rockstar Body Piercing;41.829026;-71.400583;5;14;267 Thayer St, College Hill, Providence, RI 02906"
"Rue De L'espoir;41.8220424;-71.3964288;3;16;99 Hope St, Fox Point, Providence, RI 02906"
"Rue-Bis;41.8168113;-71.4092755;4;5;95 South St, DownCity, Providence, RI 02903"
"Ruth's Chris Steak House;41.8261901;-71.4148967;4;16;10 Memorial Blvd, Downtown, Providence, RI 02903"
"Sakura Restaurant;41.8194126;-71.3986442;3.5;29;231 Wickenden St, Fox Point, Providence, RI 02903"
"Sawaddee Thai Restaurant;41.821784;-71.396246;3.5;17;93 Hope St, Fox Point, Providence, RI 02906"
"Second Time Around;41.8299657;-71.4009791;3.5;8;294 Thayer St, College Hill, Providence, RI 02906"
"Shanghai Restaurant;41.8294119;-71.4009077;3;23;272 Thayer St, College Hill, Providence, RI 02906"
"Shark;41.8295146;-71.4008001;2.5;18;275 Thayer St, College Hill, Providence, RI 02906"
"Small Point Cafe;41.8229602;-71.4125119;4;16;230 Westminster St, DownCity, Providence, RI 02903"
"South Street Cafe;41.8173059;-71.4077019;3.5;5;54 South St, DownCity, Providence, RI 02903"
"Spats Restaurant & Pub;41.828227;-71.400399;3;16;182 Angell St, College Hill, Providence, RI 02906"
"Spectrum-India Inc;41.828958;-71.400924;4.5;6;262 Thayer St, College Hill, Providence, RI 02906"
"Spice Thai Bistro;41.8276309;-71.399077;2.5;9;120 Waterman St, College Hill, Providence, RI 02918"
"Spike's Junkyard Dogs;41.8294385;-71.4007189;4;8;273 Thayer St, College Hill, Providence, RI 02906"
"Sura;41.8231881;-71.4122337;3.5;14;212 Westminster St, DownCity, Providence, RI 02903"
"Sushi Express;41.8297092;-71.4007572;2.5;5;283 Thayer St, College Hill, Providence, RI 02918"
"Taste of India;41.8195632;-71.3987675;3;9;230 Wickenden St, Fox Point, Providence, RI 02903"
"Tazza;41.8228204;-71.4127208;3.5;35;250 Westminster St, DownCity, Providence, RI 02903"
"TeainSahara;41.822513;-71.39378;4;12;69 Governor St, Providence, RI 02906"
"Tealuxe Inc;41.8280166;-71.4004397;4;13;231 Thayer St, College Hill, Providence, RI 02906"
"Ten Prime Steak & Sushi;41.8230326;-71.4096136;3.5;19;55 Pine St, DownCity, Providence, RI 02903"
"Teriyaki and Korean House;41.8231976;-71.412478;4.5;8;217 Westminister St, DownCity, Providence, RI 02903"
"The Apartment;41.816901;-71.40778;2.5;5;373 Richmond St, DownCity, Providence, RI 02903"
"The Blount Clam Shack and Soup Bar;41.8170098;-71.4075745;4;10;371 Richmond St, DownCity, Providence, RI 02903"
"The Capital Grille;41.8259791;-71.414308;4.5;12;One Union Station, Downtown, Providence, RI 02903"
"The Cheesecake Factory;41.828997;-71.4157029;3.5;21;94 Providence Place, Downtown, Providence, RI 02903"
"The Congress Tavern;41.8232089;-71.4102673;3.5;10;62 Orange St, DownCity, Providence, RI 02903"
"The Curatorium;41.819318;-71.399249;4;7;197 Wickenden St, Fox Point, Providence, RI 02903"
"The Dorrance;41.823585;-71.411395;4.5;17;60 Dorrance St, DownCity, Providence, RI 02903"
"The Duck and Bunny;41.819668;-71.396915;4;50;312 Wickenden St, Fox Point, Providence, RI 02906"
"The G Spot Salon;41.828054;-71.4003431;4;6;183 Angell St, College Hill, Providence, RI 02906"
"The Hot Club;41.817116;-71.4016089;4;28;575 S Water St, Fox Point, Providence, RI 02903"
"The Hotel Providence;41.8224534;-71.414092;4;9;139 Mathewson St, DownCity, Providence, RI 02903"
"The Pizza Gourmet;41.8360617;-71.4013107;3.5;8;357 Hope St, East Side, Providence, RI 02906"
"The ROI Food & Music;41.818416;-71.41004;3.5;6;150 Chestnut St, DownCity, Providence, RI 02903"
"The Red Fez;41.8228851;-71.4090594;4;46;49 Peck St, DownCity, Providence, RI 02903"
"The Stable;41.823065;-71.415196;4;6;125 Washington St, DownCity, Providence, RI 02903"
"The Westin Providence;41.824969;-71.4159063;3;11;One West Exchange Street, DownCity, Providence, RI 02903"
"The Whiskey Republic;41.817457;-71.401855;3;12;515 S Water St, Fox Point, Providence, RI 02903"
"The Wild Colonial Tavern;41.822528;-71.405483;3.5;11;250 S Water St, Fox Point, Providence, RI 02903"
"Tokyo Restaurant;41.8198037;-71.395688;3;12;388 Wickenden St, Fox Point, Providence, RI 02903"
"Tortilla Flats;41.8359501;-71.4013788;3;39;355 Hope St, East Side, Providence, RI 02906"
"Ugly American;41.822918;-71.391961;3.5;7;167 Ives St, Providence, RI 02906"
"Union Station Brewery Providence;41.825595;-71.414036;3;25;36 Exchange Ter, DownCity, Providence, RI 02903"
"United BBQ;41.8221766;-71.3921962;3.5;26;146 Ives St, Providence, RI 02906"
"Urban Outfitters;41.8297877;-71.4007631;3;6;285 Thayer St, College Hill, Providence, RI 02906"
"Vanity;41.8174365;-71.4005442;3.5;5;566 S Main St, Fox Point, Providence, RI 02903"
"Viva Mexico Cantina & Grill;41.8229336;-71.4149714;3;6;129 Washington St, DownCity, Providence, RI 02903"
"WaterFire Providence;41.8266509304862;-71.4098039256466;4;27;101 Regent Ave, Downtown, Providence, RI 02908"
"Waterplace Restaurant;41.8275423;-71.4142406;3;8;1 Finance Way, Downtown, Providence, RI 02903"
"Wickenden Pub;41.819668;-71.3968079;3.5;11;320 Wickenden St, Fox Point, Providence, RI 02906"
"Yelp's Mexi-Can Can Elite Event @ Lola's!;41.8178609;-71.4021046;5;9;525 S Water St, Fox Point, Providence, RI 02903"
"Z-Bar;41.819612;-71.39837;3.5;10;244 Wickenden St, Fox Point, Providence, RI 02903"
